scraping_date,book_title,category,price,rating,instock,availability,UPC,link
2022-12-20,City of Fallen Angels (The Mortal Instruments #4),Default,Â£11.23,4,In stock,14,1e264c677d4ee4ae,https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html
2022-12-20,City of Bones (The Mortal Instruments #1),Default,Â£43.28,1,In stock,14,5b987e54ee72525c,https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html
2022-12-20,City of Ashes (The Mortal Instruments #2),Default,Â£47.27,1,In stock,14,8a6ec2761f91dad2,https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html
2022-12-20,"Carry On, Warrior: Thoughts on Life Unarmed",Default,Â£31.85,3,In stock,14,1b0fc9f777cad045,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html
2022-12-20,Carrie,Default,Â£46.23,2,In stock,14,5f22418922fa728b,https://books.toscrape.com/catalogue/carrie_671/index.html
2022-12-20,Angels & Demons (Robert Langdon #1),Default,Â£51.48,3,In stock,14,ad41c24ccac0c7ce,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html
2022-12-20,"The Three Searches, Meaning, and the Story",Default,Â£13.33,3,In stock,13,ac5e0d3938caf686,https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html
2022-12-20,Raspberry Pi Electronics Projects for the Evil Genius,Default,Â£49.67,4,In stock,12,ebf81a62e4798fd1,https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html
2022-12-20,How to Speak Golf: An Illustrated Guide to Links Lingo,Default,Â£58.32,5,In stock,12,b978c9852cde91bd,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html
2022-12-20,Eleanor & Park,Default,Â£56.51,5,In stock,12,6983328f15506cb9,https://books.toscrape.com/catalogue/eleanor-park_616/index.html
2022-12-20,Troublemaker: Surviving Hollywood and Scientology,Default,Â£48.39,2,In stock,11,515cb8fcafb1ad98,https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html
2022-12-20,Adultery,Default,Â£20.88,5,In stock,11,bb967277222e689c,https://books.toscrape.com/catalogue/adultery_586/index.html
2022-12-20,Unlimited Intuition Now,Default,Â£58.87,4,In stock,9,4fd0a2a350f016e6,https://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html
2022-12-20,Underlying Notes,Default,Â£11.82,2,In stock,9,0967effecd292a86,https://books.toscrape.com/catalogue/underlying-notes_577/index.html
2022-12-20,The New Brand You: Your New Image Makes the Sale for You,Default,Â£44.05,5,In stock,9,4b50fb1359ebf35d,https://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html
2022-12-20,The Flowers Lied,Default,Â£16.68,2,In stock,9,33396269bcce166f,https://books.toscrape.com/catalogue/the-flowers-lied_573/index.html
2022-12-20,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Default,Â£10.41,4,In stock,9,ee6c67859d70186b,https://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html
2022-12-20,Modern Day Fables,Default,Â£47.44,2,In stock,9,6baac632f7711e26,https://books.toscrape.com/catalogue/modern-day-fables_565/index.html
2022-12-20,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Default,Â£43.62,5,In stock,8,e0bdd79c7304ee8d,https://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html
2022-12-20,The Martian (The Martian #1),Default,Â£41.39,2,In stock,8,9afd00e81d6208e6,https://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html
2022-12-20,Left Behind (Left Behind #1),Default,Â£40.72,2,In stock,8,29af1a2566c4e36e,https://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html
2022-12-20,John Vassos: Industrial Design for Modern Life,Default,Â£20.22,4,In stock,8,bd26e8a79a856c31,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html
2022-12-20,I'll Give You the Sun,Default,Â£56.48,1,In stock,8,0ab4b35dcffcffd1,https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html
2022-12-20,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Default,Â£52.86,2,In stock,8,d48c1369927ebef1,https://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html
2022-12-20,Ender's Game (The Ender Quintet #1),Default,Â£43.64,1,In stock,8,e049d44c4f1cf1b2,https://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html
2022-12-20,Death by Leisure: A Cautionary Tale,Default,Â£37.51,4,In stock,8,4dbd54d9e36c9566,https://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html
2022-12-20,Wildlife of New York: A Five-Borough Coloring Book,Default,Â£22.14,2,In stock,7,b46d022080543144,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html
2022-12-20,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Default,Â£34.72,1,In stock,7,4a0b78598b42897a,https://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html
2022-12-20,The Great Gatsby,Default,Â£36.05,4,In stock,7,a8dbf1c6b41b885a,https://books.toscrape.com/catalogue/the-great-gatsby_498/index.html
2022-12-20,The Good Girl,Default,Â£49.03,3,In stock,7,f935412970c9f58f,https://books.toscrape.com/catalogue/the-good-girl_497/index.html
2022-12-20,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Default,Â£33.17,4,In stock,7,5fbd03b1ac0a0e69,https://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html
2022-12-20,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Default,Â£20.90,2,In stock,7,8776181be110838a,https://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html
2022-12-20,Life of Pi,Default,Â£13.22,4,In stock,7,40cdcbb7692fd408,https://books.toscrape.com/catalogue/life-of-pi_475/index.html
2022-12-20,The Sound Of Love,Default,Â£57.84,5,In stock,6,5ba3d703d1ae0c1d,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html
2022-12-20,The Perks of Being a Wallflower,Default,Â£55.02,3,In stock,6,fd364afd082f5446,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html
2022-12-20,The Makings of a Fatherless Child,Default,Â£31.58,2,In stock,6,2efa5a839e62b1bd,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html
2022-12-20,The Hobbit (Middle-Earth Universe),Default,Â£17.80,5,In stock,6,72b5355dda190b6a,https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html
2022-12-20,The Fellowship of the Ring (The Lord of the Rings #1),Default,Â£10.27,2,In stock,6,cb17945cb90b7837,https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html
2022-12-20,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Default,Â£30.60,3,In stock,6,8d8e9f9b8730eb25,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html
2022-12-20,Musicophilia: Tales of Music and the Brain,Default,Â£46.58,1,In stock,6,6d235933670503d9,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html
2022-12-20,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Default,Â£53.68,4,In stock,5,163d89116179c33f,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html
2022-12-20,The Fault in Our Stars,Default,Â£47.22,1,In stock,5,3661360c99719414,https://books.toscrape.com/catalogue/the-fault-in-our-stars_403/index.html
2022-12-20,The Dream Thieves (The Raven Cycle #2),Default,Â£34.50,1,In stock,5,fec06f52054ea900,https://books.toscrape.com/catalogue/the-dream-thieves-the-raven-cycle-2_400/index.html
2022-12-20,The 5th Wave (The 5th Wave #1),Default,Â£11.83,2,In stock,5,b716233fcb6877e6,https://books.toscrape.com/catalogue/the-5th-wave-the-5th-wave-1_397/index.html
2022-12-20,Shiver (The Wolves of Mercy Falls #1),Default,Â£16.23,5,In stock,5,59a8ae019b64f2a7,https://books.toscrape.com/catalogue/shiver-the-wolves-of-mercy-falls-1_392/index.html
2022-12-20,Remember Me?,Default,Â£11.48,3,In stock,5,2973d38c2fbd7a5c,https://books.toscrape.com/catalogue/remember-me_391/index.html
2022-12-20,If I Stay (If I Stay #1),Default,Â£38.13,5,In stock,5,7284d85428305f5a,https://books.toscrape.com/catalogue/if-i-stay-if-i-stay-1_379/index.html
2022-12-20,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),Default,Â£36.55,2,In stock,5,d219d4e325e6f204,https://books.toscrape.com/catalogue/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html
2022-12-20,Harry Potter and the Deathly Hallows (Harry Potter #7),Default,Â£23.32,1,In stock,5,6c49258724f11770,https://books.toscrape.com/catalogue/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html
2022-12-20,Fool Me Once,Default,Â£16.96,1,In stock,5,630e766f0a1987dd,https://books.toscrape.com/catalogue/fool-me-once_374/index.html
2022-12-20,Drama,Default,Â£38.70,2,In stock,5,d5ad4c92d8bf26c9,https://books.toscrape.com/catalogue/drama_371/index.html
2022-12-20,"Blue Lily, Lily Blue (The Raven Cycle #3)",Default,Â£34.13,5,In stock,5,ad5e078beceaeb4a,https://books.toscrape.com/catalogue/blue-lily-lily-blue-the-raven-cycle-3_364/index.html
2022-12-20,Alight (The Generations Trilogy #2),Default,Â£58.59,4,In stock,5,d9290e99f189ce84,https://books.toscrape.com/catalogue/alight-the-generations-trilogy-2_360/index.html
2022-12-20,Vogue Colors A to Z: A Fashion Coloring Book,Default,Â£52.35,4,In stock,4,a8f4577a48023344,https://books.toscrape.com/catalogue/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html
2022-12-20,The Shining (The Shining #1),Default,Â£27.88,3,In stock,4,d4de23aa98acc65b,https://books.toscrape.com/catalogue/the-shining-the-shining-1_354/index.html
2022-12-20,The Hunger Games (The Hunger Games #1),Default,Â£29.85,5,In stock,4,6d2f70d9424f41a1,https://books.toscrape.com/catalogue/the-hunger-games-the-hunger-games-1_349/index.html
2022-12-20,Outlander (Outlander #1),Default,Â£19.67,5,In stock,4,5de4baa88061a77a,https://books.toscrape.com/catalogue/outlander-outlander-1_338/index.html
2022-12-20,Mockingjay (The Hunger Games #3),Default,Â£20.44,4,In stock,4,5212c6acea3359e5,https://books.toscrape.com/catalogue/mockingjay-the-hunger-games-3_333/index.html
2022-12-20,Harry Potter and the Sorcerer's Stone (Harry Potter #1),Default,Â£13.90,3,In stock,4,ac337893a9fe0085,https://books.toscrape.com/catalogue/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html
2022-12-20,Confessions of a Shopaholic (Shopaholic #1),Default,Â£48.94,2,In stock,4,a2dc754afb69bb32,https://books.toscrape.com/catalogue/confessions-of-a-shopaholic-shopaholic-1_318/index.html
2022-12-20,Zero History (Blue Ant #3),Default,Â£34.77,1,In stock,3,634b7165c96ebb9f,https://books.toscrape.com/catalogue/zero-history-blue-ant-3_308/index.html
2022-12-20,World War Z: An Oral History of the Zombie War,Default,Â£21.80,1,In stock,3,5d55202da0252627,https://books.toscrape.com/catalogue/world-war-z-an-oral-history-of-the-zombie-war_306/index.html
2022-12-20,Wild: From Lost to Found on the Pacific Crest Trail,Default,Â£46.02,3,In stock,3,d30b9215c72cca87,https://books.toscrape.com/catalogue/wild-from-lost-to-found-on-the-pacific-crest-trail_305/index.html
2022-12-20,"Where'd You Go, Bernadette",Default,Â£18.13,1,In stock,3,07bb35158d9dd3d2,https://books.toscrape.com/catalogue/whered-you-go-bernadette_304/index.html
2022-12-20,Twilight (Twilight #1),Default,Â£41.93,2,In stock,3,b53078de0147f6bf,https://books.toscrape.com/catalogue/twilight-twilight-1_293/index.html
2022-12-20,The Paris Wife,Default,Â£36.80,3,In stock,3,fa26798728f5208f,https://books.toscrape.com/catalogue/the-paris-wife_269/index.html
2022-12-20,The Maze Runner (The Maze Runner #1),Default,Â£20.93,1,In stock,3,4266f48a0aa1c37d,https://books.toscrape.com/catalogue/the-maze-runner-the-maze-runner-1_263/index.html
2022-12-20,The Lover's Dictionary,Default,Â£58.09,2,In stock,3,36c15687f5ab0f7c,https://books.toscrape.com/catalogue/the-lovers-dictionary_262/index.html
2022-12-20,The Goldfinch,Default,Â£43.58,3,In stock,3,c88422d8959260ab,https://books.toscrape.com/catalogue/the-goldfinch_252/index.html
2022-12-20,The Giver (The Giver Quartet #1),Default,Â£12.30,1,In stock,3,e2dac1f4739e0bd5,https://books.toscrape.com/catalogue/the-giver-the-giver-quartet-1_251/index.html
2022-12-20,The Girl Who Played with Fire (Millennium Trilogy #2),Default,Â£22.14,2,In stock,3,bfa9cb304075d3e8,https://books.toscrape.com/catalogue/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html
2022-12-20,The Demon-Haunted World: Science as a Candle in the Dark,Default,Â£52.25,4,In stock,3,f51062bf579507d9,https://books.toscrape.com/catalogue/the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html
2022-12-20,The Book Thief,Default,Â£53.49,2,In stock,3,a75e274c8814b539,https://books.toscrape.com/catalogue/the-book-thief_233/index.html
2022-12-20,The Autobiography of Malcolm X,Default,Â£23.43,2,In stock,3,b04a6a0db525857d,https://books.toscrape.com/catalogue/the-autobiography-of-malcolm-x_230/index.html
2022-12-20,Shopaholic & Baby (Shopaholic #5),Default,Â£46.45,2,In stock,3,c57d3c96af23c297,https://books.toscrape.com/catalogue/shopaholic-baby-shopaholic-5_221/index.html
2022-12-20,Quiet: The Power of Introverts in a World That Can't Stop Talking,Default,Â£43.55,1,In stock,3,3c565df219ba3274,https://books.toscrape.com/catalogue/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html
2022-12-20,Packing for Mars: The Curious Science of Life in the Void,Default,Â£56.68,2,In stock,3,8e2dfd6bcf48e1e6,https://books.toscrape.com/catalogue/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html
2022-12-20,Orange Is the New Black,Default,Â£24.61,2,In stock,3,8378c899988905ee,https://books.toscrape.com/catalogue/orange-is-the-new-black_202/index.html
2022-12-20,One for the Money (Stephanie Plum #1),Default,Â£32.87,2,In stock,3,3250650a5c4e6f07,https://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html
2022-12-20,Morning Star (Red Rising #3),Default,Â£29.40,1,In stock,3,7ce5a92baabb6bc0,https://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html
2022-12-20,Life After Life,Default,Â£26.13,2,In stock,3,4ec53ff7e2263f32,https://books.toscrape.com/catalogue/life-after-life_187/index.html
2022-12-20,"Lean In: Women, Work, and the Will to Lead",Default,Â£25.02,1,In stock,3,d5e1a9bfe22bbf9f,https://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html
2022-12-20,Is Everyone Hanging Out Without Me? (And Other Concerns),Default,Â£20.11,3,In stock,3,034829ffdd0a0aea,https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html
2022-12-20,Gone Girl,Default,Â£37.60,5,In stock,3,d5c588b6f9c015e4,https://books.toscrape.com/catalogue/gone-girl_162/index.html
2022-12-20,Fellside,Default,Â£38.62,1,In stock,3,147019cae600694e,https://books.toscrape.com/catalogue/fellside_155/index.html
2022-12-20,Eclipse (Twilight #3),Default,Â£18.74,1,In stock,3,73f71f9556442117,https://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html
2022-12-20,Dracula,Default,Â£52.62,3,In stock,3,a7ec599c1a547746,https://books.toscrape.com/catalogue/dracula_150/index.html
2022-12-20,Dead Wake: The Last Crossing of the Lusitania,Default,Â£39.24,5,In stock,3,04d858cdeeee0da4,https://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/index.html
2022-12-20,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Default,Â£17.81,1,In stock,3,d234ddecef49ef4e,https://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html
2022-12-20,Dark Places,Default,Â£23.90,5,In stock,3,66937c669c4da072,https://books.toscrape.com/catalogue/dark-places_144/index.html
2022-12-20,Breaking Dawn (Twilight #4),Default,Â£35.28,5,In stock,3,bbfc4a3b7b6c94a0,https://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html
2022-12-20,Beautiful Creatures (Caster Chronicles #1),Default,Â£21.55,5,In stock,3,5439bae708bca198,https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html
2022-12-20,A Visit from the Goon Squad,Default,Â£14.08,5,In stock,3,5dbd6ec4e154ad2f,https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html
2022-12-20,The Zombie Room,Default,Â£19.69,5,In stock,1,9c96cd1329fbd82d,https://books.toscrape.com/catalogue/the-zombie-room_87/index.html
2022-12-20,The Name of the Wind (The Kingkiller Chronicle #1),Default,Â£50.59,3,In stock,1,c8614adb1a90b027,https://books.toscrape.com/catalogue/the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html
2022-12-20,Taking Shots (Assassins #1),Default,Â£18.88,2,In stock,1,a7eef9d6795422c1,https://books.toscrape.com/catalogue/taking-shots-assassins-1_57/index.html
2022-12-20,Shatter Me (Shatter Me #1),Default,Â£42.40,1,In stock,1,9ed7090d8fa690b0,https://books.toscrape.com/catalogue/shatter-me-shatter-me-1_53/index.html
2022-12-20,Paradise Lost (Paradise #1),Default,Â£24.96,1,In stock,1,849db7ab7f4a640c,https://books.toscrape.com/catalogue/paradise-lost-paradise-1_45/index.html
2022-12-20,On the Road (Duluoz Legend),Default,Â£32.36,3,In stock,1,9ff997ab15713e53,https://books.toscrape.com/catalogue/on-the-road-duluoz-legend_40/index.html
2022-12-20,Jane Eyre,Default,Â£38.43,5,In stock,1,8d390a1fc3133d06,https://books.toscrape.com/catalogue/jane-eyre_27/index.html
2022-12-20,Frankenstein,Default,Â£38.00,2,In stock,1,a492f49a3e2b6a71,https://books.toscrape.com/catalogue/frankenstein_20/index.html
2022-12-20,Mesaerion: The Best Science Fiction Stories 1800-1849,Science Fiction,Â£37.59,1,In stock,19,e30f54cea9b38190,https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html
2022-12-20,Join,Science Fiction,Â£35.67,5,In stock,16,18ad3ed896c7ce05,https://books.toscrape.com/catalogue/join_902/index.html
2022-12-20,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",Science Fiction,Â£43.30,4,In stock,15,9270575728a13a61,https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html
2022-12-20,The Project,Science Fiction,Â£10.65,1,In stock,15,790ef197c8f236f5,https://books.toscrape.com/catalogue/the-project_856/index.html
2022-12-20,Soft Apocalypse,Science Fiction,Â£26.12,2,In stock,15,2a70769cdc6eb8b8,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html
2022-12-20,Sleeping Giants (Themis Files #1),Science Fiction,Â£48.74,1,In stock,11,f435aa99d864077d,https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html
2022-12-20,Arena,Science Fiction,Â£21.36,4,In stock,11,2c34f9432069b52b,https://books.toscrape.com/catalogue/arena_587/index.html
2022-12-20,Foundation (Foundation (Publication Order) #1),Science Fiction,Â£32.42,1,In stock,5,3fc124f59f3068e4,https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html
2022-12-20,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),Science Fiction,Â£10.92,1,In stock,3,0e92ccf1bd39e68f,https://books.toscrape.com/catalogue/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html
2022-12-20,Ready Player One,Science Fiction,Â£19.07,4,In stock,3,2ef5dc7e278e562a,https://books.toscrape.com/catalogue/ready-player-one_209/index.html
2022-12-20,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",Science Fiction,Â£33.26,2,In stock,3,4b3f4f151c99f472,https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html
2022-12-20,Dune (Dune #1),Science Fiction,Â£54.86,1,In stock,3,36d5884d44484277,https://books.toscrape.com/catalogue/dune-dune-1_151/index.html
2022-12-20,Do Androids Dream of Electric Sheep? (Blade Runner #1),Science Fiction,Â£51.48,1,In stock,3,98330e431e56a9ea,https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html
2022-12-20,Three Wishes (River of Time: California #1),Science Fiction,Â£44.18,2,In stock,1,460f97a346b44bac,https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html
2022-12-20,The Last Girl (The Dominion Trilogy #1),Science Fiction,Â£36.26,2,In stock,1,16c71736dae78764,https://books.toscrape.com/catalogue/the-last-girl-the-dominion-trilogy-1_70/index.html
2022-12-20,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Science Fiction,Â£34.96,4,In stock,1,6717a70913b3db79,https://books.toscrape.com/catalogue/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html
2022-12-20,The Book of Basketball: The NBA According to The Sports Guy,Sports and Games,Â£44.84,5,In stock,3,08decd9664e5d56e,https://books.toscrape.com/catalogue/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html
2022-12-20,"Friday Night Lights: A Town, a Team, and a Dream",Sports and Games,Â£51.22,3,In stock,3,a9aa3ed5b316470b,https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html
2022-12-20,Sugar Rush (Offensive Line #2),Sports and Games,Â£24.42,1,In stock,2,ce42e3de94226b2b,https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html
2022-12-20,Settling the Score (The Summer Games #1),Sports and Games,Â£44.91,2,In stock,1,132adf7335bb384a,https://books.toscrape.com/catalogue/settling-the-score-the-summer-games-1_50/index.html
2022-12-20,Icing (Aces Hockey #2),Sports and Games,Â£40.44,4,In stock,1,3455b45888fb5053,https://books.toscrape.com/catalogue/icing-aces-hockey-2_25/index.html
2022-12-20,The Torch Is Passed: A Harding Family Story,Add a comment,Â£19.09,1,In stock,16,4eed62cf5f8d8edf,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html
2022-12-20,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Add a comment,Â£23.89,4,In stock,16,31075275518532d7,https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html
2022-12-20,The Art Forger,Add a comment,Â£40.76,3,In stock,16,80cfab6bcff3a244,https://books.toscrape.com/catalogue/the-art-forger_930/index.html
2022-12-20,On a Midnight Clear,Add a comment,Â£14.07,3,In stock,16,b757c0c361e689ce,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html
2022-12-20,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Add a comment,Â£53.90,2,In stock,16,228f74b74f3a08ae,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html
2022-12-20,"Shobu Samurai, Project Aryoku (#3)",Add a comment,Â£29.06,3,In stock,15,0c27e6c3744fc14b,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html
2022-12-20,Modern Romance,Add a comment,Â£28.26,5,In stock,15,caf4fe9311f1dc59,https://books.toscrape.com/catalogue/modern-romance_820/index.html
2022-12-20,The White Queen (The Cousins' War #1),Add a comment,Â£25.91,5,In stock,14,6875c5657661b2fb,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html
2022-12-20,The Song of Achilles,Add a comment,Â£37.40,5,In stock,14,e88fb1c9397cfb27,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html
2022-12-20,The Immortal Life of Henrietta Lacks,Add a comment,Â£40.67,2,In stock,14,f72f61ad6a5f12ed,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html
2022-12-20,The Dovekeepers,Add a comment,Â£48.78,1,In stock,14,3d76bc83c6b644c9,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html
2022-12-20,More Than Music (Chasing the Dream #1),Add a comment,Â£37.61,2,In stock,14,47d47155e89c8be7,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html
2022-12-20,Code Name Verity (Code Name Verity #1),Add a comment,Â£22.13,4,In stock,14,33a3e0e3ffde0dcd,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html
2022-12-20,Cell,Add a comment,Â£20.29,4,In stock,14,bfbb54bc8cdeed2b,https://books.toscrape.com/catalogue/cell_674/index.html
2022-12-20,Angels Walking (Angels Walking #1),Add a comment,Â£34.20,2,In stock,14,1fbb5f786e53a0ce,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html
2022-12-20,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Add a comment,Â£56.48,2,In stock,14,c1379d3744f1dd2c,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html
2022-12-20,A People's History of the United States,Add a comment,Â£40.79,2,In stock,14,1ad06aed9349af46,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html
2022-12-20,A Brush of Wings (Angels Walking #3),Add a comment,Â£55.51,1,In stock,14,01a177623cce9596,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html
2022-12-20,Rook,Add a comment,Â£37.86,4,In stock,13,44d97b6707dae3f0,https://books.toscrape.com/catalogue/rook_647/index.html
2022-12-20,The Midnight Watch: A Novel of the Titanic and the Californian,Add a comment,Â£26.20,1,In stock,12,14e44163678e24dc,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html
2022-12-20,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Add a comment,Â£59.15,4,In stock,12,3063c7e95d0bf76f,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html
2022-12-20,The Children,Add a comment,Â£11.88,3,In stock,12,64fd010bf8d15096,https://books.toscrape.com/catalogue/the-children_633/index.html
2022-12-20,One with You (Crossfire #5),Add a comment,Â£15.71,4,In stock,12,81ef44fcc5f454df,https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html
2022-12-20,Without Shame,Add a comment,Â£48.27,5,In stock,9,ab60e6f5a63e1cfb,https://books.toscrape.com/catalogue/without-shame_580/index.html
2022-12-20,Watchmen,Add a comment,Â£58.05,4,In stock,9,d1848064c54e01c7,https://books.toscrape.com/catalogue/watchmen_579/index.html
